age,gender,location,education_level,internet_access,income_decile,current_sector,current_skills,target_job_role,predicted_skill_gap,recommended_training
28,Male,Rural,Vocational,Yes,6,Finance,"Communication, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
35,Female,Semi-Urban,Vocational,No,6,Retail,"Sales, Communication, Typing",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
39,Male,Urban,Primary,No,1,Finance,"Bookkeeping, Typing, Tax Basics, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
25,Female,Rural,Primary,Yes,6,Agriculture,"Livestock Care, Communication, Farming, Basic Math, Soil Testing, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
51,Female,Rural,Vocational,Yes,4,Administration,"MS Office, Excel, Communication, Typing",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
41,Male,Rural,Graduate,Yes,2,Agriculture,"Communication, Farming, Basic Math",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
30,Male,Semi-Urban,Primary,Yes,10,Agriculture,"Communication, Farming",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
34,Female,Urban,Secondary,Yes,8,Finance,"Communication, Tax Basics, Bookkeeping, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
40,Female,Rural,Graduate,Yes,6,Agriculture,"Livestock Care, Communication, Farming, Typing, Soil Testing, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
42,Male,Semi-Urban,Primary,Yes,9,Retail,"Team Management, Typing, Inventory Management, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
46,Male,Semi-Urban,Secondary,No,1,Services,"Communication, Typing, MS Office, Customer Handling",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
45,Female,Semi-Urban,Primary,Yes,4,Construction,"Construction Safety, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
54,Male,Rural,Graduate,Yes,2,Services,"Communication, Typing",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
33,Male,Semi-Urban,Graduate,Yes,5,Administration,"MS Office, Typing, Excel",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
46,Male,Urban,Primary,Yes,10,Agriculture,"Livestock Care, Farming, Soil Testing, Typing",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
27,Male,Semi-Urban,Primary,Yes,6,Agriculture,"Livestock Care, Farming",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
53,Female,Semi-Urban,Vocational,Yes,9,Administration,"MS Office, Excel, Communication, Typing",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
21,Male,Urban,Primary,Yes,5,Finance,"Communication, Typing, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
28,Male,Semi-Urban,Primary,Yes,3,Retail,"Sales, Leadership, Typing, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
21,Male,Urban,Vocational,No,2,Services,"MS Office, Typing, Customer Handling",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
27,Male,Urban,Secondary,Yes,8,Agriculture,"Livestock Care, Farming",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
25,Male,Rural,Vocational,Yes,3,Construction,"Communication, Heavy Lifting, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
33,Male,Semi-Urban,Secondary,Yes,10,Retail,"Communication, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
47,Female,Semi-Urban,Primary,Yes,5,Agriculture,"Farming, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
51,Male,Rural,Primary,Yes,6,Finance,"Leadership, Communication, Excel, Typing",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
40,Female,Urban,Primary,No,4,Retail,"Sales, Communication",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
25,Male,Rural,Secondary,Yes,6,Retail,"Sales, Leadership, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
22,Male,Urban,Secondary,No,1,Administration,"Communication, Typing, Excel, MS Office",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
21,Male,Semi-Urban,Primary,Yes,2,Administration,"Communication, Excel, Typing",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
38,Female,Urban,Primary,Yes,5,Retail,"Communication, Basic Math",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
54,Female,Rural,Vocational,No,5,Retail,"Team Management, Communication, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
33,Female,Rural,Primary,Yes,5,Agriculture,"Livestock Care, Farming",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
50,Male,Urban,Secondary,Yes,7,Construction,"Pipe Fitting, Communication, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
51,Male,Semi-Urban,Primary,Yes,6,Finance,"Communication, Typing, Bookkeeping, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
50,Male,Rural,Vocational,Yes,1,Services,"Communication, Typing",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
41,Female,Rural,Graduate,Yes,7,Administration,"Communication, Typing, MS Office",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
40,Female,Rural,Vocational,Yes,10,Agriculture,"Livestock Care, Farming",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
30,Male,Semi-Urban,Vocational,Yes,8,Retail,"Sales, Communication, Typing",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
51,Male,Urban,Vocational,Yes,1,Construction,"Construction Safety, Tool Repair, Heavy Lifting, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
22,Male,Urban,Vocational,Yes,8,IT,CSS,Web Developer,"JavaScript, React, Git",Frontend Development Program
55,Male,Semi-Urban,Primary,No,10,Administration,"Typing, Excel, Data Entry, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
34,Male,Semi-Urban,Graduate,Yes,10,IT,"Basic Coding, Typing, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
25,Female,Rural,Graduate,Yes,7,Retail,"Sales, Team Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
48,Female,Urban,Secondary,No,6,Retail,"Sales, Communication, Team Management, Inventory Management, Leadership, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
45,Male,Urban,Secondary,Yes,9,Agriculture,"Livestock Care, Farming, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
34,Male,Semi-Urban,Primary,Yes,10,IT,"HTML, Basic Coding, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
52,Female,Semi-Urban,Primary,No,2,IT,"HTML, Basic Coding, CSS, Communication",Web Developer,"JavaScript, React, Git",Frontend Development Program
51,Male,Semi-Urban,Vocational,No,6,Retail,"Sales, Communication",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
44,Female,Rural,Vocational,Yes,3,IT,"CSS, Git, JavaScript",Web Developer,"JavaScript, React, Git",Frontend Development Program
28,Female,Semi-Urban,Graduate,No,10,Construction,"Communication, Tool Repair, Heavy Lifting, Plumbing, Construction Safety, Pipe Fitting, Excel",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
34,Male,Semi-Urban,Vocational,Yes,7,Construction,"Construction Safety, Communication, Tool Repair, Heavy Lifting",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
39,Female,Rural,Primary,No,8,Services,"Communication, MS Office, Typing, Customer Handling, Email Etiquette, Excel",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
34,Female,Urban,Graduate,Yes,5,Services,"Communication, Excel",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
42,Male,Urban,Graduate,Yes,4,Construction,"Pipe Fitting, Construction Safety, Tool Repair, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
20,Female,Urban,Graduate,Yes,3,Services,"Communication, Typing, MS Office, Customer Handling",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
25,Male,Rural,Secondary,No,4,Services,"Communication, Typing, MS Office",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
29,Male,Urban,Graduate,Yes,9,Retail,"Sales, Typing",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
37,Female,Urban,Graduate,Yes,2,Administration,"Email Etiquette, Excel, Data Entry, Typing",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
22,Female,Semi-Urban,Vocational,No,2,Finance,"Communication, Typing, Tax Basics, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
24,Female,Urban,Vocational,Yes,9,Agriculture,"Communication, Farming, Soil Testing",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
52,Male,Semi-Urban,Vocational,Yes,9,Finance,"Communication, Tax Basics, Typing, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
21,Male,Urban,Secondary,Yes,3,Retail,"Sales, Leadership, Typing, Inventory Basics",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
48,Male,Rural,Primary,Yes,10,Construction,"Tool Repair, Heavy Lifting, Plumbing, Pipe Fitting, Excel",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
41,Male,Rural,Vocational,Yes,1,Retail,"Sales, Communication, Excel, Typing",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
42,Female,Semi-Urban,Vocational,Yes,7,Finance,"Communication, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
45,Female,Rural,Vocational,Yes,1,Retail,"Sales, Communication",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
45,Male,Urban,Graduate,Yes,7,IT,"Communication, Basic Coding, Typing, HTML, Excel",Web Developer,"JavaScript, React, Git",Frontend Development Program
40,Male,Urban,Primary,Yes,7,Retail,Communication,Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
46,Female,Rural,Vocational,Yes,3,Agriculture,"Livestock Care, Farming, Excel",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
41,Female,Semi-Urban,Vocational,No,1,Construction,"Construction Safety, Communication, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
30,Male,Urban,Graduate,Yes,1,Agriculture,"Livestock Care, Farming, Basic Math, Communication",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
22,Male,Semi-Urban,Primary,No,1,Finance,"Tax Basics, Bookkeeping, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
55,Female,Semi-Urban,Primary,Yes,6,Retail,"Sales, Leadership, Typing, Communication",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
34,Female,Rural,Primary,Yes,7,Retail,"Sales, Communication, Excel, Leadership",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
25,Male,Urban,Secondary,No,8,Construction,"Pipe Fitting, Communication, Tool Repair, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
28,Female,Urban,Primary,Yes,9,Administration,"MS Office, Typing, Email Etiquette, Excel, Data Entry",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
42,Male,Urban,Graduate,Yes,4,Construction,"Communication, Tool Repair, Heavy Lifting, Construction Safety, Pipe Fitting",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
39,Male,Rural,Primary,Yes,2,Services,"MS Office, Typing, Customer Handling, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
29,Female,Rural,Graduate,No,6,Retail,"Sales, Communication, Inventory Basics, Leadership",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
31,Female,Semi-Urban,Primary,Yes,6,Retail,"Sales, Team Management, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
54,Female,Semi-Urban,Secondary,No,10,Finance,"Communication, Tax Basics, Bookkeeping, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
34,Female,Urban,Primary,No,10,Agriculture,"Livestock Care, Farming, Communication",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
55,Female,Urban,Secondary,Yes,2,Services,"Communication, Excel, Customer Handling, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
29,Male,Semi-Urban,Secondary,Yes,2,Services,Communication,Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
19,Male,Semi-Urban,Vocational,Yes,7,IT,"Communication, Git, JavaScript, Basic Python, React, HTML",Web Developer,"JavaScript, React, Git",Frontend Development Program
41,Female,Urban,Graduate,Yes,4,Services,"Communication, MS Office, Typing, Email Etiquette, Excel",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
30,Female,Rural,Vocational,No,10,Agriculture,"Livestock Care, Farming",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
47,Female,Urban,Primary,Yes,5,IT,"Communication, Basic Coding, Typing, Excel, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
45,Female,Urban,Primary,Yes,7,Finance,"Communication, Typing, Bookkeeping, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
24,Female,Semi-Urban,Graduate,No,8,Retail,"Communication, Typing, Inventory Basics",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
53,Male,Rural,Vocational,Yes,10,Administration,"Communication, MS Office, Typing, Email Etiquette, Excel",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
41,Male,Rural,Vocational,Yes,8,Construction,"Communication, Tool Repair, Heavy Lifting, Construction Safety, Pipe Fitting",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
40,Female,Semi-Urban,Secondary,Yes,5,Finance,"Communication, Excel, Typing",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
39,Female,Urban,Vocational,Yes,5,Retail,"Leadership, Communication, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
52,Male,Rural,Primary,Yes,10,Construction,"MS Office, Tool Repair, Heavy Lifting, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
46,Male,Semi-Urban,Graduate,Yes,6,Construction,"Communication, Tool Repair, Heavy Lifting, Construction Safety, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
38,Female,Semi-Urban,Secondary,Yes,10,IT,"Communication, Git, JavaScript, Basic Python, React, HTML, Excel",Web Developer,"JavaScript, React, Git",Frontend Development Program
39,Female,Rural,Primary,Yes,4,Services,"MS Office, Typing, Excel, Customer Handling",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
18,Male,Urban,Vocational,Yes,9,Administration,"MS Office, Typing, Excel, Communication",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
52,Female,Urban,Vocational,Yes,6,Finance,"Tax Basics, Excel, Bookkeeping",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
24,Male,Rural,Secondary,Yes,1,Retail,"Sales, Team Management, Inventory Management, Retail Operations, Excel",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
55,Female,Semi-Urban,Primary,Yes,8,Finance,"Communication, Excel, Accounting, Typing",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
54,Female,Rural,Secondary,No,7,Agriculture,"Livestock Care, Farming, Basic Math",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
50,Male,Rural,Secondary,No,9,Construction,"Communication, Heavy Lifting, Construction Safety, Plumbing, Email Etiquette",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
29,Male,Rural,Graduate,Yes,6,Services,"Communication, Typing, Excel, Customer Handling",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
52,Female,Urban,Vocational,Yes,10,Administration,"Communication, Excel, Data Entry, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
42,Female,Rural,Secondary,Yes,6,Services,"Communication, MS Office, Typing, Email Etiquette, Customer Handling",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
40,Male,Rural,Vocational,Yes,10,Retail,"Leadership, Communication, Typing, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
24,Male,Urban,Primary,No,8,IT,"Git, Basic Coding, Basic Python, HTML, Excel, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
28,Male,Rural,Graduate,No,6,Agriculture,"Livestock Care, Farming",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
46,Female,Semi-Urban,Graduate,No,1,Agriculture,"Communication, Farming",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
31,Male,Rural,Graduate,Yes,10,Retail,"Sales, Communication, Typing, Leadership",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
26,Female,Semi-Urban,Primary,No,10,Services,"Communication, Typing, Excel, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
31,Female,Semi-Urban,Primary,Yes,10,Administration,"MS Office, Typing",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
45,Male,Semi-Urban,Graduate,Yes,9,Services,"Communication, MS Office, Typing, Customer Handling, Email Etiquette, Excel",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
41,Female,Urban,Primary,Yes,2,Services,"Communication, Customer Handling, MS Office, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
53,Male,Urban,Vocational,Yes,8,Finance,"Communication, Tax Basics, Bookkeeping, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
37,Female,Urban,Primary,Yes,8,Administration,"MS Office, Excel, Typing",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
18,Male,Rural,Secondary,No,6,Retail,"Sales, Communication, Leadership",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
29,Male,Semi-Urban,Secondary,Yes,10,Administration,"Typing, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
18,Male,Semi-Urban,Primary,Yes,7,Construction,Tool Repair,Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
50,Female,Urban,Primary,Yes,2,Finance,"Communication, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
36,Female,Rural,Graduate,No,10,IT,"Communication, Git, Basic Coding, HTML, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
20,Male,Urban,Vocational,Yes,3,Finance,"Communication, Excel, Bookkeeping, Email Etiquette",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
26,Male,Rural,Primary,Yes,6,IT,"HTML, React",Web Developer,"JavaScript, React, Git",Frontend Development Program
24,Male,Urban,Graduate,No,9,Agriculture,"Livestock Care, Communication, Typing, Basic Math, Soil Testing, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
31,Female,Rural,Primary,Yes,6,Finance,"Communication, Tax Basics, Typing, Bookkeeping, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
33,Female,Semi-Urban,Secondary,Yes,7,Retail,"Sales, Leadership, Inventory Basics",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
21,Male,Semi-Urban,Secondary,Yes,8,Administration,Typing,Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
52,Male,Semi-Urban,Secondary,Yes,3,Administration,"Excel, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
31,Male,Semi-Urban,Primary,Yes,6,Administration,"Communication, Typing, MS Office, Heavy Lifting",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
27,Male,Urban,Secondary,Yes,8,Administration,"Leadership, Typing, Excel, Data Entry",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
44,Female,Urban,Vocational,Yes,4,Construction,"Construction Safety, Heavy Lifting, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
55,Male,Semi-Urban,Secondary,Yes,2,Finance,"Communication, Tax Basics, Typing, Bookkeeping, Excel",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
28,Male,Urban,Primary,Yes,9,IT,"Communication, Typing, JavaScript, HTML, Excel, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
50,Male,Rural,Vocational,Yes,6,IT,"Git, Basic Coding, Basic Python, React, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
54,Female,Rural,Graduate,Yes,10,Construction,"Communication, Tool Repair, Heavy Lifting, Construction Safety, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
30,Male,Semi-Urban,Vocational,Yes,5,Administration,"Typing, Excel",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
26,Female,Urban,Primary,Yes,3,Finance,"Communication, Tax Basics, Typing, Bookkeeping, Excel, Accounting",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
50,Male,Semi-Urban,Vocational,No,10,Construction,"Pipe Fitting, Construction Safety, Tool Repair",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
54,Female,Rural,Secondary,Yes,6,Construction,"Communication, Heavy Lifting, Plumbing",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
41,Male,Urban,Secondary,Yes,4,IT,"Basic Coding, Communication",Web Developer,"JavaScript, React, Git",Frontend Development Program
51,Female,Rural,Primary,Yes,5,Retail,"Sales, Communication, Typing, Inventory Basics, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
39,Male,Rural,Secondary,Yes,10,Administration,"MS Office, Excel, Typing",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
26,Male,Urban,Graduate,Yes,1,Administration,"MS Office, Excel, Data Entry, Communication",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
38,Female,Semi-Urban,Vocational,Yes,8,Agriculture,Farming,Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
26,Male,Rural,Primary,Yes,7,Administration,"Excel, Data Entry, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
44,Male,Rural,Graduate,No,4,Agriculture,"Livestock Care, Communication, Typing, Basic Math, Soil Testing, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
52,Male,Rural,Graduate,No,3,IT,"HTML, Typing, Excel",Web Developer,"JavaScript, React, Git",Frontend Development Program
38,Male,Urban,Graduate,No,5,Administration,"Email Etiquette, MS Office, Excel, Communication",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
19,Female,Rural,Secondary,Yes,8,Agriculture,"Livestock Care, Communication, Farming, Basic Math, Soil Testing, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
18,Male,Rural,Primary,Yes,1,Retail,"Sales, Team Management, Communication, Inventory Management, Leadership",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
20,Male,Urban,Vocational,No,3,IT,"Git, Basic Coding, JavaScript, React, HTML, Excel, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
31,Female,Semi-Urban,Primary,Yes,3,Construction,Plumbing,Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
40,Male,Semi-Urban,Vocational,Yes,1,Retail,"Sales, Leadership",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
31,Male,Urban,Secondary,Yes,8,Retail,"Communication, Typing, Inventory Basics, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
40,Male,Urban,Secondary,Yes,2,Services,"Communication, Typing, Excel",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
20,Male,Rural,Vocational,No,2,Retail,"Sales, Leadership, Communication",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
24,Female,Semi-Urban,Secondary,No,9,Finance,"Communication, Excel, Tax Basics, Bookkeeping",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
30,Female,Rural,Graduate,Yes,4,Retail,Sales,Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
24,Female,Rural,Secondary,Yes,10,IT,"Basic Coding, JavaScript, Git, Communication",Web Developer,"JavaScript, React, Git",Frontend Development Program
31,Female,Semi-Urban,Primary,No,4,Retail,"Sales, Communication, Typing, Inventory Basics, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
35,Male,Urban,Primary,Yes,6,Retail,"Team Management, Typing, Inventory Management, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
42,Male,Rural,Primary,Yes,5,Services,"Communication, Typing, Excel, Email Etiquette",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
48,Male,Rural,Graduate,Yes,2,Administration,"Communication, Typing, Excel, Email Etiquette",Data Entry Operator,"Advanced Excel, Documentation",MS Office & Computer Basics Course
45,Female,Urban,Primary,Yes,7,Retail,"Sales, Leadership, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
19,Female,Urban,Vocational,No,1,Agriculture,Livestock Care,Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
27,Female,Urban,Secondary,Yes,7,Construction,"Tool Repair, Heavy Lifting, Construction Safety, Plumbing, MS Office, Pipe Fitting",Certified Plumber,"Pipe Fitting, Safety Standards",Advanced Plumbing Certification
32,Male,Semi-Urban,Secondary,Yes,7,Retail,"Team Management, Communication, Inventory Management, Retail Operations",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
54,Female,Urban,Primary,Yes,7,Services,"Communication, Typing, MS Office, Customer Handling",Customer Support Executive,"Professional Communication, CRM Tools",BPO & Customer Service Training
20,Male,Urban,Primary,Yes,1,Agriculture,"Livestock Care, Farming, Basic Math, Soil Testing, Irrigation",Modern Farm Manager,"Irrigation, Modern Agriculture",Modern Agriculture & Agritech Training
18,Male,Rural,Vocational,Yes,5,IT,"Communication, Basic Coding, Typing, JavaScript, React, HTML, Excel, CSS",Web Developer,"JavaScript, React, Git",Frontend Development Program
40,Female,Semi-Urban,Primary,Yes,6,Finance,"Tax Basics, Excel, Typing",Junior Accountant,"GST Filing, Tally",Accounting & Tally Certification
30,Male,Semi-Urban,Vocational,No,10,Retail,"Sales, Leadership, Inventory Management",Retail Store Manager,"Retail Analytics, Team Management",Retail Management Certification
26,Female,Urban,Graduate,Yes,6,Retail,"Sales, Communication, Excel",Sales Associate,"Leadership, Retail Operations",Retail Sales & Communication Course
